Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL325745,,0,258.32,0,2.16,16,CCCNC(=O)c1ccccc1NCc1c[nH]cn1,EC50,'=',316.23,nM,6.5,,,UO_0000065,,,,,FALSE,CHEMBL641228,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134991,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002,None,
CHEMBL37962,,0,479.53,0,4.31,11,CN(CCOc1ccccc1)CC1COC(c2ccccc2)(c2ccccc2)O1.O=C(O)C(=O)O,Ki,'=',257.04,nM,6.59,,,UO_0000065,16.92,0.31,2.28,21.31,FALSE,CHEMBL647199,Affinity constant towards human recombinant Alpha-1B adrenergic receptor using [3H]prazosin (from CHO cells) as radioligand by radioligand binding assay,B,BAO_0000219,cell-based format,None,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136765,1,Scientific Literature,J. Med. Chem.,2003,CHEMBL3308072,
CHEMBL4476784,,0,379.46,0,3.01,20; ML417,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,Inhibition,'>',50,%,,,,UO_0000187,,,,,FALSE,CHEMBL4406525,Antagonist activity at human PK1-tagged Gq-coupled ADRA1B expressed in CHOK1 cells assessed as inhibition of 7alpha,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3233411,,0,388.51,0,3.89,43,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCc3noc4ccccc34)CC[C@@H]12,Ki,'=',294,nM,6.53,,,UO_0000065,16.81,0.31,2.64,18.27,FALSE,CHEMBL3243862,Inhibition of adrenergic alpha1B receptor (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3232708,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL4289414,,0,163.18,0,1.07,DH1,Oc1cc2c(cc1O)CCN=C2,Activity,'=',24.18,%,,,,UO_0000187,,,,,FALSE,CHEMBL4416566,Agonist activity at human alpha1 beta adrenergic receptor expressed in CHOK1 cells co-expressing Galpha15 assessed as increase in calcium influx by measuring fluorescence intensity at 100 uM by FLIPR assay relative to epinephrine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4414622,1,Scientific Literature,J Nat Prod,2019,None,
CHEMBL3810198,,0,425.57,0,2.69,14g,CCc1ccccc1OCCNC(C)Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2,IC50,'=',5320,nM,5.27,,,UO_0000065,12.39,0.23,2.58,6.01,FALSE,CHEMBL3812084,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3808304,1,Scientific Literature,J. Med. Chem.,2016,CHEMBL3307715,
CHEMBL2432061,,0,355.48,0,3.29,14i,COc1cc(CN(C)[C@H]2C3C4CC5C6C4CC3C6C52)cc(OC)c1OC,Inhibition,'<',50,%,,,,UO_0000187,,,,,FALSE,CHEMBL2432336,Inhibition of adrenergic alpha1B receptor (unknown origin) at 10 uM by PDSP assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2429832,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL3633184,,0,412.53,0,3.51,1,CCOC(=O)N1[C@H]2CC[C@@H]1C[C@@H](CN1CC[C@@H](N3Cc4ccccc4NC3=O)C1)C2,Activity,'=',0.82,%,,,,UO_0000187,,,,,FALSE,CHEMBL3635164,Agonist activity at adrenergic a1B receptor (unknown origin) expressed in CHO cells assessed as calcium mobilization at 3 uM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3632469,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,CHEMBL3308072,
CHEMBL1630940,,0,462.49,0,2.88,(-)-4,COc1ccc(C[C@@H](C)NCCOc2ccccc2OCC(F)(F)F)cc1S(N)(=O)=O,Ki,'=',5.495,nM,8.26,,,UO_0000065,17.86,0.36,5.38,8.27,FALSE,CHEMBL1638257,Displacement of [3H]prazosin from human Alpha-1B adrenoceptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1629492,1,Scientific Literature,Eur. J. Med. Chem.,2010,CHEMBL3308072,
CHEMBL3342864,,0,389.5,0,1.57,20,COc1ccccc1N1CCN(CC2COC3(CCN(C(C)=O)CC3)O2)CC1,Ki,'=',1000,nM,6,,,UO_0000065,15.4,0.29,4.43,11.01,FALSE,CHEMBL3390431,Displacement of [3H]prazosin from human recombinant alpha1B adrenoceptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351355,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308072,
CHEMBL49395,,0,213.24,0,1,2,c1cnc2cc(NC3=NCCN3)ccc2n1,Ki,'=',3235.94,nM,5.49,,,UO_0000065,25.75,0.47,4.49,8.83,FALSE,CHEMBL647202,Binding affinity for human Alpha-1B adrenergic receptor from cultured LM(tk-) cells using [3H]prazosin ,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1128892,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1995,None,
CHEMBL298285,,0,255.32,0,2.53,12,Oc1cc2c(cc1O)C(Cc1ccccc1)NCC2,Activity,'=',39.42,%,,,,UO_0000187,,,,,FALSE,CHEMBL4416566,Agonist activity at human alpha1 beta adrenergic receptor expressed in CHOK1 cells co-expressing Galpha15 assessed as increase in calcium influx by measuring fluorescence intensity at 100 uM by FLIPR assay relative to epinephrine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4414622,1,Scientific Literature,J Nat Prod,2019,None,
CHEMBL4473623,,0,493.56,0,4.62,Cis-7,O=C(O)C(=O)O.c1ccc(OCCNCC[C@@H]2CO[C@H](C(c3ccccc3)c3ccccc3)O2)cc1,Ki,'=',107.15,nM,6.97,,,UO_0000065,17.27,0.32,2.35,17.55,FALSE,CHEMBL4353356,Displacement of [3H] prazosin from human cloned adrenoceptor alpha 1B expressed in CHO cell membrane incubated for 30 mins by liquid scintillation counter,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4350985,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308072,
CHEMBL271507,,0,271.32,0,2.34,9,COc1ccccc1C1NCCc2cc(O)c(O)cc21,Activity,'=',36.31,%,,,,UO_0000187,,,,,FALSE,CHEMBL4416566,Agonist activity at human alpha1 beta adrenergic receptor expressed in CHOK1 cells co-expressing Galpha15 assessed as increase in calcium influx by measuring fluorescence intensity at 100 uM by FLIPR assay relative to epinephrine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4414622,1,Scientific Literature,J Nat Prod,2019,None,
CHEMBL311479,,0,419.53,0,2.69,1g,COc1ccccc1N1CCN(CCNc2cc(-c3ccccc3)nn(C)c2=O)CC1,pK1b,'=',8.7,,,,,,,,,,FALSE,CHEMBL816953,Experimental binding affinity for alpha-1B-adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134534,1,Scientific Literature,J. Med. Chem.,2001,None,
CHEMBL4458714,,0,509.56,0,4.37,4,COc1ccccc1OCCNCCC1COC(c2ccccc2)(c2ccccc2)O1.O=C(O)C(=O)O,Ki,'=',14.79,nM,7.83,,,UO_0000065,18.66,0.34,3.46,16,FALSE,CHEMBL4353356,Displacement of [3H] prazosin from human cloned adrenoceptor alpha 1B expressed in CHO cell membrane incubated for 30 mins by liquid scintillation counter,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4350985,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308072,
CHEMBL2112778,,0,351.49,0,3.94,trans-8a,COc1cccc(C2CCC(N3CCN(c4ccccn4)CC3)CC2)c1,Ki,'=',53.1,nM,7.28,,,UO_0000065,20.7,0.38,3.33,25.44,FALSE,CHEMBL649152,Binding affinity was determined on human cloned alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134307,1,Scientific Literature,J. Med. Chem.,2001,None,
CHEMBL3633184,,0,412.53,0,3.51,1,CCOC(=O)N1[C@H]2CC[C@@H]1C[C@@H](CN1CC[C@@H](N3Cc4ccccc4NC3=O)C1)C2,Inhibition,'=',-15.01,%,,Outside typical range,,UO_0000187,,,,,FALSE,CHEMBL3635384,Antagonist activity at adrenergic a1B receptor (unknown origin) expressed in CHO cells assessed as calcium mobilization at 3 uM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3632469,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,CHEMBL3308072,
CHEMBL4476784,,0,379.46,0,3.01,20; ML417,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,Ki,,,,,,Not Active,,,,,,FALSE,CHEMBL4406612,Displacement of [3H]-prazosin from recombinant human alpha1B adrenergic receptor transiently expressed in HEKT cell membranes measured after 90 mins by microbeta scintillation counting method,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4402608,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL2203406,,0,478.66,0,4.16,CJ-1639,CCCN(CC[C@]1(O)C[C@H](NC(=O)c2ccc3ccccc3c2)C1)[C@H]1CCc2nc(N)sc2C1,Ki,'=',666,nM,6.18,,,UO_0000065,,,,,FALSE,CHEMBL4406612,Displacement of [3H]-prazosin from recombinant human alpha1B adrenergic receptor transiently expressed in HEKT cell membranes measured after 90 mins by microbeta scintillation counting method,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4402608,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL301265,PRAMIPEXOLE,4,211.33,0,1.58,Pramipexole,CCCN[C@H]1CCc2nc(N)sc2C1,Inhibition,'<',50,%,,,,UO_0000187,,,,,FALSE,CHEMBL4406657,Displacement of [3H]-prazosin from recombinant human alpha1B adrenergic receptor transiently expressed in HEKT cell membranes at 10 uM measured after 90 mins by microbeta scintillation counting method relative to control,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4402608,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL157910,,0,450.78,0,3.87,24,COc1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2Cl)cc1N1CCNCC1,Ki,'>',3981.07,nM,,,,UO_0000065,,,,,FALSE,CHEMBL646248,Compound was evaluated for binding affinity against Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134050,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL71580,,0,577.08,1,3.84,9,CC(C)Oc1ccccc1N1CCN(CC(O)CNC(=O)c2ccc3c(c2)C(=O)N(c2cccc(Cl)c2)C3=O)CC1,Ki,'=',605,nM,6.22,,,UO_0000065,10.78,0.21,2.38,6.07,FALSE,CHEMBL648995,Binding affinity towards cloned human alpha-1B adrenergic receptor was determined using [125]-HEAT as radioligand,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133729,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL60503,,0,177.2,0,1.46,DM1,CC1=NCCc2cc(O)c(O)cc21,Activity,'=',15.87,%,,,,UO_0000187,,,,,FALSE,CHEMBL4416566,Agonist activity at human alpha1 beta adrenergic receptor expressed in CHOK1 cells co-expressing Galpha15 assessed as increase in calcium influx by measuring fluorescence intensity at 100 uM by FLIPR assay relative to epinephrine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4414622,1,Scientific Literature,J Nat Prod,2019,None,
CHEMBL91125,,0,499.56,0,3,56,COCC1=C(C(=O)NCCCN2CCC(c3ccccn3)CC2)[C@@H](c2ccc(F)c(F)c2)NC(=O)N1,Ki,'=',235,nM,6.63,,,UO_0000065,13.27,0.25,3.63,6.93,FALSE,CHEMBL651988,Evaluated for the ability to displace [125I]- HEAT from human cloned Alpha-1B adrenergic receptor stably expressed in LM cells.,B,BAO_0000219,cell-based format,None,None,None,LM,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133772,1,Scientific Literature,J. Med. Chem.,2000,CHEMBL3307534,
CHEMBL3342867,,0,501.65,1,2.72,23,COc1ccccc1N1CCN(CC2COC3(CCN(S(=O)(=O)c4ccc(C)cc4)CC3)O2)CC1,Ki,'=',8.318,nM,8.08,,,UO_0000065,16.11,0.32,5.36,11.29,FALSE,CHEMBL3390431,Displacement of [3H]prazosin from human recombinant alpha1B adrenoceptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351355,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308072,
CHEMBL2205831,,0,271.4,0,2.33,8k,OC12C3C4CC5C6C4C1C6C(C53)N2CC1CCCCC1,Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL2432461,Inhibition of adrenergic alpha1B receptor (unknown origin) by PDSP assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2429832,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL2205830,,0,355.43,0,1.97,8i,COc1cc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)cc(OC)c1OC,Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL2432461,Inhibition of adrenergic alpha1B receptor (unknown origin) by PDSP assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2429832,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL330353,,0,375.54,0,3.44,2,CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2ccc3cc[nH]c3c2)CC1,Ki,'<',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL643905,Binding affinity towards Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134976,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002,None,
CHEMBL4128311,,0,385.47,0,2.21,(-)-6,COc1cc2nc(N3CCN(C(C)=O)[C@H]4CCCC[C@H]43)nc(N)c2cc1OC,Ki,'=',9.12,nM,8.04,,,UO_0000065,20.86,0.39,5.83,8.57,FALSE,CHEMBL4123783,Displacement of [3H]prazosin from human alpha1B adrenergic receptor expressed in CHO cell membranes after 30 mins by rapid filtration method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4118202,1,Scientific Literature,Bioorg Med Chem,2018,None,
CHEMBL4444683,,0,331.37,0,2.36,10,COc1cc(C2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,Activity,'=',20.47,%,,,,UO_0000187,,,,,FALSE,CHEMBL4416566,Agonist activity at human alpha1 beta adrenergic receptor expressed in CHOK1 cells co-expressing Galpha15 assessed as increase in calcium influx by measuring fluorescence intensity at 100 uM by FLIPR assay relative to epinephrine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4414622,1,Scientific Literature,J Nat Prod,2019,None,
CHEMBL4536197,,0,536.48,1,3.68,None,CNC(=O)Nc1ccc2c(c1)[C@@]1(CC2)OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O,Inhibition,'=',-6,%,,,Not Active,UO_0000187,,,,,FALSE,CHEMBL4508333,alpha 1B (h) CEREP ligand profiling,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Ligand: antagonist radioligand,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507259,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL156893,,0,268.32,0,1.14,21,Nc1nccc(-c2ccccc2NCC2=NCCN2)n1,EC50,'<',5011.87,nM,,,,UO_0000065,,,,,FALSE,CHEMBL875931,In vitro activation of human Alpha-1B receptor expressed in rat-1 fibroblasts via calcium mobilization through the Gq coupled PLC pathway as functional assay,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135065,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002,None,
CHEMBL4520788,,0,448.59,1,5.58,None,CNCc1ccccc1-c1csc([C@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,Ki,'=',86.1,nM,7.07,,,UO_0000065,15.75,0.3,1.48,10.34,FALSE,CHEMBL4507829,GPCRScan assay: inhibition of Alpha1B,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Parental cells: stable HEK | PMID: 7780636/1687370 | Protein length: full-length | Radioligand conc. used [nM]: 0.3 â__ 1.0 | Radioligand Kd None 0.58 nM | Radioligand name: [3H]-Prazosin | Radioligand pKd None 9.23 None | Radioligand pKd _± SEM None 0.29 None | Reference ligand: Prazosin | Reference ligand Ki None 0.88 nM | Reference ligand pKi None 9.05 None | Reference ligand pKi  _± SEM None 0.03 None,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507273,54,Donated Chemical Probes - SGC Frankfurt,,,None,
CHEMBL98413,,0,449.57,1,5.02,4,COc1cccc(OC)c1OCCNCC1C(=O)c2ccccc2SC1c1ccccc1,Log Ki,'<',6,nM,,,,UO_0000065,,,,,FALSE,CHEMBL643902,The binding affinity was evaluated on cloned human Alpha-1B adrenergic receptor expressed in chinese hamster ovary(CHO) cells by using [3H]prazosin as radioligand.,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132324,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL4098877,,0,379.46,0,3.56,None,C[C@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@@H](C)O1,Inhibition,'=',-2,%,,,Not Active,UO_0000187,,,,,FALSE,CHEMBL4508835,Adrenergic alpha1B Eurofins-Panlabs radioligand binding assay,B,BAO_0000357,single protein format,Rattus,None,None,None,None,Assay protocol publication: PMID: 1379805/PMID: 2556204 | Detection method: Radioligand Binding | Incubation temperature: 25 degrees C | Incubation time: 60 min | Ligand: [3H] Prazosin | Ligand Bmax None 0.18 pM/ mg protein | Ligand concentration None 0.25 nM | Ligand Kd None 0.31 nM | Ligand specific binding None 90.0 % | Non-specific ligand with concentration: 10 uM Phentolamine170 | Reference compound: Prazosin | reference compound IC50 None 0.27 nM | reference compound Ki None 0.15 nM | Source of protein: Wistar Rat liver,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507291,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL4468507,,0,467.52,0,4.47,16,COc1ccccc1OCCNCCOC(c1ccccc1)c1ccccc1.O=C(O)C(=O)O,Ki,'=',3019.95,nM,5.52,,,UO_0000065,14.62,0.27,1.05,13.9,FALSE,CHEMBL4353356,Displacement of [3H] prazosin from human cloned adrenoceptor alpha 1B expressed in CHO cell membrane incubated for 30 mins by liquid scintillation counter,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4350985,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308072,
CHEMBL31354,WAY-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1632158,,0,441.57,0,3.6,13,COC(=O)CCCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,Ki,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1640612,Binding affinity to Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1629440,1,Scientific Literature,Bioorg. Med. Chem.,2010,None,
CHEMBL4072818,,0,362.52,0,4.31,9,O=C1CCc2ccccc2N1CCCN1CCC(Cc2ccccc2)CC1,Ki,'=',223.87,nM,6.65,,,UO_0000065,18.34,0.34,2.34,28.24,FALSE,CHEMBL4048895,Displacement of [3H]prazosin from human recombinant alpha-1B adrenergic receptor expressed in CHO cell membranes after 30 mins by liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4043296,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL325648,,0,256.35,0,3.01,22,c1ccc(N2CCCCC2)c(NCc2c[nH]cn2)c1,EC50,'<',5011.87,nM,,,,UO_0000065,,,,,FALSE,CHEMBL641228,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134991,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002,None,
CHEMBL3298021,,0,567.72,1,4.93,34,COc1ccccc1N1CCN(CCn2c(C)nc3c(sc4ccc(NC(=O)Cc5ccccc5)cc43)c2=O)CC1,Ki,'=',30.2,nM,7.52,,,UO_0000065,13.25,0.25,2.59,9.44,FALSE,CHEMBL3299605,Displacement of [125I]BE2254 from human alpha1b receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3297709,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3307715,
CHEMBL3948333,,0,450.56,0,2.53,23,COc1ccc(S(=O)(=O)NC2CCN(CCOc3ccccc3OC)CC2)cc1OC,EC50,'=',461.1,nM,6.34,,,UO_0000065,,,,,FALSE,CHEMBL3863085,Intrinsic activity at human alpha1B adrenergic receptor expressed in CHOK1 cells co-expressing aequorin assessed as inhibition of agonist induced calcium mobilization preincubated for 15 mins followed by agonist addition measured for 20 secs in presence of coelenterazine H by luminescence assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3861996,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3307512,
CHEMBL4091168,,0,390.48,0,3.41,(+/-)-10,c1ccc(C2(c3ccccc3)COCC(CNCCOc3ccccn3)O2)cc1,Ki,'=',114.82,nM,6.94,,,UO_0000065,,,,,FALSE,CHEMBL4041722,Displacement of [3H]prazosin from recombinant human alpha-1b adrenergic receptor expressed in CHO cell membranes after 30 mins by liquid scintillation counting method,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4041469,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL3342874,,0,466.58,0,3.26,30,COc1ccccc1N1CCN(CC2COC3(CCN(C(=O)Nc4ccccc4)CC3)O2)CC1,Ki,'=',81.28,nM,7.09,,,UO_0000065,15.2,0.28,3.83,10.66,FALSE,CHEMBL3390431,Displacement of [3H]prazosin from human recombinant alpha1B adrenoceptor expressed in CHO cells after 30 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351355,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308072,
