Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
FONIBGVZXWOQCG-SREBMQDQNA-N,CHEMBL141821,147,A,7.8,chembl20,34459,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCN(CC3)C4=C(O)C=CC=C4
FMLLLSWCFDYAEB-ZYMSVLFVNA-N,CHEMBL142929,147,A,6.89,chembl20,34458,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)COC)=O)C(=O)NCCCN3CCC(CC3)(C#N)C4=CC=CC=C4
BRMMZBIDLZUWDJ-VJSLDGLSNA-N,CHEMBL142307,147,A,7.77,chembl20,34459,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCN(CC3)C4=CC=C(C=C4)Cl
HXUMKMQRTFHLCC-UHFFFAOYNA-N,CHEMBL142606,147,A,6.3,chembl20,34328,9606,ADRA1B,93,C=1(C(N(CCCCCN2CCC(C=3C(C(F)(F)F)=CC=CC3)CC2)C(=NC1C)C)C4=CC(F)=C(C=C4)F)C(=O)OC
HWTODIKHHBBMIS-UHFFFAOYNA-N,CHEMBL144534,147,A,6.51,chembl20,34328,9606,ADRA1B,93,C1(C(N(CCCCCN2CCC(CC2)(C#N)C=3C=CC=CC3)C(N=C1C)=COC)C4=CC(F)=C(C=C4)F)C(=O)OC
AEJCTJSNUNXYQL-YHBQERECNA-N,CHEMBL390473,147,A,5.83,chembl20,438893,9606,ADRA1B,93,C1=C(C=C(C2CCN(CC2)[C@@H]3CC[C@H](CC3)NS(C4=CC(=C(C=C4)OC)OC)(=O)=O)C(OC(C)C)=C1)F
AEJCTJSNUNXYQL-ZRZAMGCNNA-N,CHEMBL228659,147,A,6.52,chembl20,438893,9606,ADRA1B,93,C1=C(C=C(C2CCN(CC2)[C@@H]3CC[C@@H](CC3)NS(C4=CC(=C(C=C4)OC)OC)(=O)=O)C(OC(C)C)=C1)F
AWKFJGDSZGEFRY-UUWRZZSWNA-N,CHEMBL1767165,147,A,7.3,chembl20,741666,9606,ADRA1B,93,C(C=1C=CC(OCCCN2CCCCCC2)=CC1)CCCN3CCC[C@@H]3CN4N=C(CC=5C=CC(=CC5)OC)C=6C(C4=O)=CC=CC6
CDHRNZXTVNDRBC-FGOBXLTNNA-N,CHEMBL61598,147,A,9.08,chembl20,34198,9606,ADRA1B,93,N1(C(NC2=C(C1=O)C=CC(NC(=O)C)=C2)=O)CCN3C[C@H]4C=5C(=C(OC)C=CC5)CC[C@H]4C3
CBIKMYNJCCYRFA-NSJMMFDCNA-N,CHEMBL68601,147,A,6.22,chembl20,34335,9606,ADRA1B,93,N1(C(C2=CC(C(NCC(CN3CCN(CC3)C4=C(OC(C)C)C=CC=C4)O)=O)=CC=C2C1=O)=O)C=5C=CC(=CC5)Cl
QWLYOONHUJJIHC-IEJWDVDONA-N,CHEMBL328763,147,A,7.46,chembl20,34456,9606,ADRA1B,93,C1([C@H](NC(N=C1COC)=O)C2=CC(F)=C(C=C2)F)C(=O)NCCCN3CCC(C=4C(C#N)=CC(=CC4)F)CC3
HLMVFBCNUHDVNH-NSJMMFDCNA-N,CHEMBL424494,147,A,6.39,chembl20,34458,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCC4(CC3)C5=C(C=CC=C5)CC4
HEMYMELEKVSREK-OINMLQDHNA-N,CHEMBL290387,147,A,7.45,chembl20,34198,9606,ADRA1B,93,C12=C(C=3N=C(Cl)C=NC3S1)NC(N(C2=O)CCN4C[C@H]5C=6C(=C(OC)C=CC6)CC[C@H]5C4)=O
HDPKXGPZKXRUAV-HSZICGLONA-N,76326561,147,A,8.86012,pubchem,1093211,9606,ADRA1B,93,O=C(N1[C@@H]2[C@@H](N(CC1)C3=NC=4C(C(=N3)N)=CC(OC)=C(OC)C4)CCCC2)C=5OC(=CC5)C(=O)C
HBKDXPFFGLQBAS-NSJMMFDCNA-N,90645602,147,A,7.41005,pubchem,1159309,9606,ADRA1B,93,S1C=2C(=O)N(CCN3CCN(CC3)C=4C(OC)=CC=CC4)C(=NC2C5=C1C=CC(NC(=O)C=6C=CC=CC6)=C5)C
GWUCPADQJXPUQE-NSJMMFDCNA-N,CHEMBL142243,147,A,6.36,chembl20,34458,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)COC)=O)C(=O)NCCCN3CCC(CC3)(C=4C=CC=CC4)C
IYHKQABMQSZQIQ-VUUJKMBONA-N,CHEMBL145178,147,A,6.32,chembl20,34328,9606,ADRA1B,93,C=1(C(N(CCC[C@@H](CN2CCC(CC2)(C#N)C3=CC=CC=C3)C)C(=NC1C)C)C4=CC(F)=C(C=C4)F)C(=O)OC
IYHKQABMQSZQIQ-VWRCBCJMNA-N,CHEMBL359430,147,A,5.77,chembl20,34328,9606,ADRA1B,93,C=1(C(N(CCC[C@H](CN2CCC(CC2)(C#N)C3=CC=CC=C3)C)C(=NC1C)C)C4=CC(F)=C(C=C4)F)C(=O)OC
JVUYDTLPMOCMHE-OKPOJWAQNA-N,CHEMBL142251,147,A,8.06,chembl20,34459,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCN(CC3)C=4C(OCC)=CC=CC4
JMWBXYKHUPFCLZ-UYLYIRGYNA-N,CHEMBL357828,147,A,6.62,chembl20,34328,9606,ADRA1B,93,C=1(C(N(CCCCCN2CCN(C3=C(C(=O)N)C=CC=C3)CC2)C(=NC1C)C)C4=CC(F)=C(C=C4)F)C(=O)OC
HOLKHUIDPFKKBV-VJSLDGLSNA-N,CHEMBL142398,147,A,7.82,chembl20,34459,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCN(CC3)C=4C(Cl)=CC=CC4
HKSUNNWTUBMNAB-BYHMRSKXNA-N,CHEMBL58105,147,A,7.95,chembl20,34198,9606,ADRA1B,93,C=12C(N(CCN3C[C@H]4C=5C(=C(OC)C=CC5)CC[C@H]4C3)C(NC1C=C(S2)C6=CC=CC=C6)=O)=O
GQWSXILTLUTBAJ-PGUFJCEWNA-N,CHEMBL1767167,147,A,7.3,chembl20,741666,9606,ADRA1B,93,C=1(C=CC(OCCCN2CCCCCC2)=CC1)CCCCCN3CCC[C@@H]3CN4N=C(CC=5C=CC(=CC5)Cl)C=6C(C4=O)=CC=CC6
GPZPKPCNUXREIY-QNERWRCSNA-N,CHEMBL295001,147,A,6.09,chembl20,32300,9606,ADRA1B,93,C1(C(=NC(C[C@@H]1C2=CC(F)=C(C=C2)F)=O)C)C(=O)NCCCN3CCC(CC3)(C4=C(C=C(C=C4)F)F)C#N
JLIUDRVXSXMEGO-WWCKWUEONA-N,CHEMBL90453,147,A,7.48,chembl20,34456,9606,ADRA1B,93,N1(C(N(C)C(=C([C@H]1C2=CC(F)=C(C=C2)F)C(=O)NCCCN3CCC(C4=CC=C(C=C4)F)CC3)C)=O)C(=O)C
JNHJFAAPBLUFNL-PUXXYCQMNA-N,44295192,147,A,6.52288,pubchem,37211,9606,ADRA1B,93,O(C(=O)C1(CCN(CC1)CCCNC(=O)N2C(C=3C(NC2=O)=COC3O)C4=CC5=NON=C5C=C4)C6=CC=CC=C6)C
JNWYRENLYPYLET-MGMKUDQMNA-N,CHEMBL90420,147,A,7.7,chembl20,34327,9606,ADRA1B,93,C1(=C(N(C)C(N([C@@H]1C2=CC(F)=C(C=C2)F)C)=O)C)C(=O)NCCCN3CCC(C=4C=CC(=CC4)F)CC3
JNWYRENLYPYLET-MXYOMBERNA-N,CHEMBL93693,147,A,7.07,chembl20,34327,9606,ADRA1B,93,C1(=C(N(C)C(N([C@H]1C2=CC(F)=C(C=C2)F)C)=O)C)C(=O)NCCCN3CCC(C=4C=CC(=CC4)F)CC3
HQLWXAJUVGUAJG-PUXXYCQMNA-N,CHEMBL299539,147,A,6.52,chembl20,34341,9606,ADRA1B,93,N1(C(NC=2C(C1=C3CC4=NON=C4C=C3)=C(OC2)O)=O)C(=O)NCCCN5CCC(CC5)(C(=O)OC)C6=CC=CC=C6
IDSYRZJPBIXBRS-NSJMMFDCNA-N,CHEMBL68565,147,A,5.79,chembl20,34335,9606,ADRA1B,93,N1(C(C2=CC(C(NCC(CN3CCN(CC3)C4=C(OC(C)C)C=CC=C4)O)=O)=CC=C2C1=O)=O)C5=C(OC)C=CC=C5
LDXAPIWITLZXNM-JCZCGKBHNA-N,CHEMBL419497,147,A,6.49,chembl20,34327,9606,ADRA1B,93,C1(=CN(C)C(N[C@H]1C2=CC(F)=C(C=C2)F)=O)C(=O)NCCCN3CCC(CC3)(C#N)C4=CC=C(C=C4)F
LDXAPIWITLZXNM-WAJUIFDXNA-N,CHEMBL91616,147,A,7.28,chembl20,34327,9606,ADRA1B,93,C1(=CN(C)C(N[C@@H]1C2=CC(F)=C(C=C2)F)=O)C(=O)NCCCN3CCC(CC3)(C#N)C4=CC=C(C=C4)F
LFCDYXCRWJGIPY-NSJMMFDCNA-N,CHEMBL146815,147,A,5.93,chembl20,34639,9606,ADRA1B,93,C1(C(=NC(=C(C1C=2C=CC(N(=O)=O)=CC2)C(=O)C)C)C)C(=O)NCCCN3CCC(CC3)(C(=O)OC)C4=CC=CC=C4
KHIULIFNYWCVQZ-VRTSOKLGNA-N,CHEMBL291528,147,A,8.64,chembl20,34198,9606,ADRA1B,93,C12=C(C(C(C)C)=C(S1)OC)NC(N(C2=O)CCN3C[C@H]4C=5C(=C(OC)C=CC5)CC[C@H]4C3)=O
JYFJUOGHGPLWFO-UHFFFAOYNA-N,CHEMBL436407,147,A,7.47,chembl20,34328,9606,ADRA1B,93,C=1(C(N(CCCCCN2CCN(C3=C(C(=O)OC)C=CC=C3)CC2)C(=NC1C)C)C4=CC(F)=C(C=C4)F)C(=O)OC
LWPCDYKXLSEZOG-NSJMMFDCNA-N,CHEMBL358785,147,A,6.6,chembl20,34458,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCC4(CC3)OC(=O)CC5=C4C=CC=C5
LXMZZOJRRZOFEK-WNRIOLDUNA-N,CHEMBL95548,147,A,7.75,chembl20,33012,9606,ADRA1B,93,C1(C(C(C(=O)NCCCN2CCC(CC2)C3=CC=CC=C3)C(N=C1C)=COCCN)C4=CC=C(N(=O)=O)C=C4)C(=O)N
LVRHAAKFXRNPFH-PSWAGMNNNA-N,CHEMBL429453,147,A,6.49,chembl20,450223,9606,ADRA1B,93,C=1(C(=CC=CC1)N2CCN([C@@H]3CC[C@H](N(S(C4=CC(=C(C=C4)OC)OC)(=O)=O)CC)CC3)CC2)OC(C)C
LVRHAAKFXRNPFH-RQNOJGIXNA-N,CHEMBL238401,147,A,6.96,chembl20,450223,9606,ADRA1B,93,C=1(C(=CC=CC1)N2CCN([C@@H]3CC[C@@H](N(S(C4=CC(=C(C=C4)OC)OC)(=O)=O)CC)CC3)CC2)OC(C)C
MLLJVEZNPVWYMS-WOPMAMTRNA-N,CHEMBL347559,147,A,5.99,chembl20,34639,9606,ADRA1B,93,C1(C(C(C(=O)N)=C(N=C1C)C)C=2C=CC(N(=O)=O)=CC2)C(=O)NCCCN3CCC(CC3)(C#N)C=4C=CC=CC4
KQLXZOFZWQSRRY-WNRIOLDUNA-N,CHEMBL357628,147,A,6.21,chembl20,34458,9606,ADRA1B,93,N1(C(N=C(C(C1C2=C(C=C(C=C2)F)F)C(=O)N)CC)=O)C(=O)NCCCN3CCC(CC3)(C#N)C=4C=CC=CC4
LGOIHIKKLMYNBC-QBISXOBMNA-N,CHEMBL40464,147,A,5.92,chembl20,32300,9606,ADRA1B,93,C1(=C(N(C)C(C[C@@H]1C2=CC(F)=C(C=C2)F)=O)C)C(=O)NCCCN3CCC(C4=C(C#N)C=CC=C4)CC3
LLDSHKGOHVVGOY-QIZLVGIRNA-N,CHEMBL288768,147,A,5.98,chembl20,32300,9606,ADRA1B,93,C1(C(=NC(C[C@@H]1C2=CC(F)=C(C=C2)F)=O)C)C(=O)NCCCN3CCC(CC3)(C#N)C4=CC=C(C=C4)F
MCCWDRVXIBWEIB-NSJMMFDCNA-N,CHEMBL71580,147,A,6.22,chembl20,34335,9606,ADRA1B,93,N1(C(C2=CC(C(NCC(CN3CCN(CC3)C4=C(OC(C)C)C=CC=C4)O)=O)=CC=C2C1=O)=O)C5=CC(Cl)=CC=C5
MBMZVCIPMFXWNA-OKPOJWAQNA-N,CHEMBL359173,147,A,7.11,chembl20,34457,9606,ADRA1B,93,N1(C(N=C(C(C1C=2C=CC(=CC2)C)C(=O)OC)C)=O)C(=O)NCCCN3CCC(CC3)(C(=O)OC)C=4C=CC=CC4
LPPOZCXGFDQEKJ-OKPOJWAQNA-N,CHEMBL145571,147,A,5.55,chembl20,34458,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCC4(CC3)OC(=O)C=5C4=CC=CC5
LKCYPDONQAJLQQ-LBPLOSJSNA-N,CHEMBL90086,147,A,8.1,chembl20,34456,9606,ADRA1B,93,C1(=CN(C)C(N[C@@H]1C2=CC(F)=C(C=C2)F)=O)C(=O)NCCCN3CCC(C=4C(C#N)=CC(=CC4)F)CC3
KMTMNWCRKUILAE-OKPOJWAQNA-N,CHEMBL145122,147,A,5.89,chembl20,34459,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCN(CC3)C=4C=CC(=CC4)C(=O)C
KUDDNYCYPOMMPL-OKPOJWAQNA-N,CHEMBL143066,147,A,7.3,chembl20,34457,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(Cl)=CC=C2)C(=O)OC)C)=O)C(=O)NCCCN3CCC(CC3)(C(=O)OC)C4=CC=CC=C4
MSQOXVROSNKPGT-HWRIUWALNA-N,CHEMBL316100,147,A,6.85,chembl20,34456,9606,ADRA1B,93,C1([C@H](NC(N=C1)=O)C2=CC(F)=C(C=C2)F)C(=O)NCCCN3CCC(CC3)(C#N)C4=CC=C(C=C4)F
MWMBYDSZNCUEMP-KBIXNLQPNA-N,CHEMBL42640,147,A,6.48,chembl20,32300,9606,ADRA1B,93,C1(C(=NC(C[C@@H]1C2=CC(F)=C(C=C2)F)=O)C)C(=O)NCCCN3CCC(C4=C(C#N)C=CC=C4)CC3
MZMIENIIBMNHDS-OOWIMERYNA-N,CHEMBL1241557,147,A,8,chembl20,658238,9606,ADRA1B,93,C12(CCCC1)CC(N(C[C@]3(OC[C@@H](CN4CCN(CC4)C5=CC=CC=C5OC)O3)C=6C=CC=CC6)C(C2)=O)=O
NTCOZURJKJMLEZ-PUXXYCQMNA-N,CHEMBL3298019,147,A,8.78,chembl20,1368300,9606,ADRA1B,93,C(CCCN(C)C)(=O)NC1=CC2=C(SC3=C2NC(N(C3=O)CCN4CCN(CC4)C=5C(=CC=CC5)OC)=O)C=C1
PDRJBDSCLNHWKG-OJWDQZQONA-N,CHEMBL369154,147,A,8.79,chembl20,34198,9606,ADRA1B,93,N1(C(NC=2C(C1=O)=CC=C(C(=O)OC)C2)=O)CCN3C[C@H]4C=5C(=C(OC)C=CC5)CC[C@H]4C3
PEDXQUUSXXYPJU-YXEXQFSSNA-N,CHEMBL291166,147,A,6.37,chembl20,32300,9606,ADRA1B,93,C1(=C(N(C)C(C[C@@H]1C2=CC(F)=C(C=C2)F)=O)C)C(=O)NCCCN3CCC(CC3)(C#N)C4=CC=C(C=C4)F
OVNHINGVBRKBGR-RNCYYTNFNA-N,CHEMBL328658,147,A,6.8,chembl20,34456,9606,ADRA1B,93,C1([C@H](NC(N=C1C)=O)C2=CC(F)=C(C=C2)F)C(=O)NCCCN3CCC(C=4C(C#N)=CC=CC4)CC3
OZLVILGCRABIEJ-RQFNAWEZNA-N,CHEMBL94188,147,A,7.59,chembl20,34456,9606,ADRA1B,93,C1([C@H](NC(N=C1)=O)C2=CC(F)=C(C=C2)F)C(=O)NCCCN3CCC(C=4C(C#N)=CC(=CC4)F)CC3
OFPORJJKPMFVEU-OKPOJWAQNA-N,CHEMBL342111,147,A,5.83,chembl20,34458,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCC4(CC3)C(OC5=C4C=CC=C5)=O
MVYCXEXQTMBCNB-NSJMMFDCNA-N,CHEMBL304591,147,A,6.44,chembl20,34335,9606,ADRA1B,93,N1(C(C2=CC(C(=O)NCCCN3CCN(CC3)C4=C(OC(C)C)C=CC=C4)=CC=C2C1=O)=O)C=5C=CC(=CC5)OC
ORUJCINTLKUHJM-YLHGWYNBNA-N,CHEMBL42763,147,A,5.72,chembl20,34344,9606,ADRA1B,93,C(C=1C(C2(C#N)CCN(CC2)CCCNC(C(C=3C=CC(=CC3)C)C4=CC=C(C=C4)C)=O)=CC=CC1)(F)(F)F
OTPCOGQCPMOGMX-ZYMSVLFVNA-N,CHEMBL338029,147,A,8.92,chembl20,34462,9606,ADRA1B,93,C1=2OC(C=3C=CC=CC3)=C(C(C1=CC=CC2C(=O)NCCCN4CCN(CC4)C=5C(OCCCON(=O)=O)=CC=CC5)=O)C
OPTOQIZJSZWOTH-WBQUWOPCNA-N,CHEMBL91091,147,A,6.01,chembl20,34456,9606,ADRA1B,93,C1([C@H](NC(N=C1)=O)C2=CC(F)=C(C=C2)F)C(=O)NCCCN3CCC(CC3)(C#N)C=4C(C#N)=CC=CC4
MGVLNZLBZKMKDD-BBTKWVATNA-N,CHEMBL144776,24173,A,9.17,chembl20,32282,10116,ADRA1B,93,N1=C(N=C2C(=C1N)C=C(C(OC)=C2)OC)N(CCCCCCN(C(C3=C(CNCCCCCCN)C=CC=C3)=O)C)C
MFXXQERUKWXMIU-BBTKWVATNA-N,CHEMBL145353,147,A,6.39,chembl20,34328,9606,ADRA1B,93,C=1(C(N(CCCCCN2CCC(CC2)(C(=O)OC)C3=CC=CC=C3)C(=NC1C)C)C4=C(C=C(C=C4)F)F)C(=O)N
PYVWJMUIJASQKE-OKPOJWAQNA-N,CHEMBL144965,147,A,6.6,chembl20,34458,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCC(CC3)(C=4C=CC=CC4)OC
QYACHMYFACLMDA-NSJMMFDCNA-N,CHEMBL342543,147,A,6.15,chembl20,34458,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCC(CC3)(OC(=O)C)C=4C=CC=CC4
QYAXGGUCDQSHIT-UHFFFAOYNA-N,24803641,147,A,6.90001,pubchem,591515,9606,ADRA1B,93,ClC1=CC=C(CC2=NN(C3CCCN(CC3)CC4=CC=C(OCCCN5CCCCCC5)C=C4)C(=O)C6=C2C=CC=C6)C=C1
QUGYQBYWGZYWAK-MJHPXVFFNA-N,90645593,147,A,7.55006,pubchem,1159309,9606,ADRA1B,93,S1C=2C(=O)N(CCN3CCN(CC3)C=4C(OC)=CC=CC4)C(=O)NC2C5=C1C=CC(NC(=O)CC6=CC=CC=C6)=C5
RCHKTNUKFDBGCQ-CYSPOYASNA-N,CHEMBL51871,147,A,6.68,chembl20,34341,9606,ADRA1B,93,N1(C(NC=2C(C1C3=CC(F)=C(C=C3)F)=C(OC2)O)=O)C(=O)NCCCN4CCN(C=5C(N(=O)=O)=CC=CC5)CC4
PPRGGQATMMRENB-ZXMYJGNYNA-N,CHEMBL89965,147,A,5.96,chembl20,34456,9606,ADRA1B,93,C1(=C(N(C)C(N[C@@H]1C2=CC(F)=C(C=C2)F)=O)C)C(=O)NCCCN3CCC(CC3)(C#N)C4=CC=C(C=C4)F
QGTFDZFDVRWNAC-NSJMMFDCNA-N,CHEMBL41844,147,A,6.15,chembl20,34639,9606,ADRA1B,93,C=1(C(C(C(=O)OC)C(=NC1C)C)C=2C=CC(N(=O)=O)=CC2)C(=O)NCCCN3CCC(CC3)(C(=O)OC)C=4C=CC=CC4
RHPUIMOSYXCKAT-SREBMQDQNA-N,CHEMBL145843,147,A,7.64,chembl20,34459,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCN(C=4C(N(=O)=O)=CC=CC4)CC3
REXVRCXDIWIKGL-UHFFFAOYNA-N,24803798,147,A,7.10002,pubchem,591515,9606,ADRA1B,93,ClC1=CC=C(CC2=NN(C3CCN(CCC3)CCCC4=CC=C(OCCCN5CCCCCC5)C=C4)C(=O)C6=C2C=CC=C6)C=C1
RELDZBCQJBOLRC-ZYMSVLFVNA-N,CHEMBL347499,147,A,5.93,chembl20,34639,9606,ADRA1B,93,C1(C(=NC(=C(C1C=2C=CC(N(=O)=O)=CC2)C(=O)C)C)C)C(=O)NCCCN3CCC(CC3)(C(=O)OCC)C4=CC=CC=C4
QLOCEFPHCAKSLE-UHFFFAOYNA-N,CHEMBL1767161,147,A,7,chembl20,741666,9606,ADRA1B,93,C=1(C=CC(OCCCN2CCCCCC2)=CC1)CCCCN3CCCC(N4N=C(CC=5C=CC(Cl)=CC5)C=6C(C4=O)=CC=CC6)CC3
QMEPUSMYDLGAOV-UHFFFAOYNA-N,CHEMBL145746,147,A,7,chembl20,34328,9606,ADRA1B,93,C=1(C(N(CCCCCN2CCC(CC2)(C3=CC=CC=C3)C4=CC=CC=C4)C(=NC1C)C)C5=CC(F)=C(C=C5)F)C(=O)OC
PTNLKWJYWYHWJE-ZYMSVLFVNA-N,CHEMBL3298021,147,A,7.52,chembl20,1368300,9606,ADRA1B,93,C(CC=1C=CC=CC1)(=O)NC2=CC3=C(SC4=C3N=C(N(C4=O)CCN5CCN(CC5)C=6C(=CC=CC6)OC)C)C=C2
RMYGWDHGVLXBIH-VJSLDGLSNA-N,CHEMBL357439,147,A,6.39,chembl20,34459,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCN(CC3)C4=CC=C(C=C4)OC
RMKDNMUUFMLYDR-FOFYTSDBNA-N,CHEMBL90606,147,A,8.32,chembl20,34456,9606,ADRA1B,93,C1([C@H](N(C)C(N=C1C)=O)C2=CC(F)=C(C=C2)F)C(=O)NCCCN3CCC(C4=CC=C(C=C4)F)CC3
RZKGYUBITDXCBT-NIVXOMJDNA-N,CHEMBL564481,147,A,9.38,chembl20,574169,9606,ADRA1B,93,C12=CC(=C(C=C1C(=NC(=N2)N3[C@@H]4CCCC[C@@H]4N(CC3)C(C5COC6=CC=CC=C6O5)=O)N)OC)OC
RZKGYUBITDXCBT-VSUONBQKNA-N,CHEMBL549764,147,A,7.65,chembl20,574169,9606,ADRA1B,93,C12=CC(=C(C=C1C(=NC(=N2)N3[C@H]4CCCC[C@@H]4N(CC3)C(C5COC6=CC=CC=C6O5)=O)N)OC)OC
QQERDUJEEYWVED-UHFFFAOYNA-N,CHEMBL1767163,147,A,5.7,chembl20,741666,9606,ADRA1B,93,C=1C=C(CC=2C=3C(C(N(CCN(CCCCC4=CC=C(C=C4)OCCCN5CCCCCC5)C)N2)=O)=CC=CC3)C=CC1Cl
RQQVFOCFLZLKBX-GLSIQZIVNA-N,CHEMBL359375,147,A,6.28,chembl20,34639,9606,ADRA1B,93,C1(C(C(C(=O)N)=C(N=C1C)C)C=2C=CC(N(=O)=O)=CC2)C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)C
VDSSOFQYDAIUHS-FEQZQYQFNA-N,CHEMBL144000,24173,A,7.71,chembl20,32282,10116,ADRA1B,93,N=1C(=NC=2C(C1N)=CC(=C(OC)C2)OC)N(CCCCCCN(C(C3=CC(CN(CCCCCCNC)C)=CC=C3)=O)C)C
VFLSLSKZHWJAMR-GEIDHLOONA-N,CHEMBL151045,147,A,5.72,chembl20,34639,9606,ADRA1B,93,C1(C(C(C(=O)N)=C(N=C1C)C)C=2C=CC(N(=O)=O)=CC2)C(=O)NCCCN3CCC(CC3)(C4=CC=CC=C4)O
SXDNWCRHHJBFEX-NSJMMFDCNA-N,CHEMBL298713,147,A,7.35,chembl20,34458,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCC(CC3)(C(=O)OC)C=4C=CC=CC4
SJVNORIKLFBDDE-PUXXYCQMNA-N,CHEMBL301077,147,A,6.89,chembl20,34341,9606,ADRA1B,93,N1(C(NC=2C(C1C=3C=CC(N(=O)=O)=CC3)=C(OC2)O)=O)C(=O)NCCCN4CCC(CC4)(C(=O)OC)C5=CC=CC=C5
SMLWAUQTDLISRV-UHFFFAOYNA-N,CHEMBL290860,147,A,7.3,chembl20,34326,9606,ADRA1B,93,C1(C(C(C(=O)OCCCN2CCC(CC2)(C3=CC=CC=C3)C4=CC=CC=C4)=C(N=C1C)C)C=5C=CC(N(=O)=O)=CC5)C(=O)OC
VXZHIQQSDIJVSS-HZCBDIJENA-N,CHEMBL234232,147,A,6.59,chembl20,444277,9606,ADRA1B,93,C1CN(CCN1C2=C(C=CC=C2)OC(C)C)[C@@H]3CC[C@H](CC3)NS(C4=C(C=CC(=C4)C(F)(F)F)OC)(=O)=O
VXZHIQQSDIJVSS-SZPZYZBQNA-N,CHEMBL234231,147,A,6.33,chembl20,444277,9606,ADRA1B,93,C1CN(CCN1C2=C(C=CC=C2)OC(C)C)[C@@H]3CC[C@@H](CC3)NS(C4=C(C=CC(=C4)C(F)(F)F)OC)(=O)=O
VSNJJGGZANSWQT-NSJMMFDCNA-N,CHEMBL144938,147,A,5.98,chembl20,34458,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)CC(=O)NCCN3CCC(CC3)(C(=O)OC)C=4C=CC=CC4
UOBMJKQDMSSIRF-PFZMUIAENA-N,CHEMBL90184,147,A,6.57,chembl20,34456,9606,ADRA1B,93,C1(C(=NC(N[C@@H]1C2=CC(F)=C(C=C2)F)=O)C(F)(F)F)C(=O)NCCCN3CCC(C4=CC=C(C=C4)F)CC3
UBKDEKNQGPCIFQ-OKPOJWAQNA-N,CHEMBL70892,147,A,6.59,chembl20,34335,9606,ADRA1B,93,N1(C(C2=CC(C(=O)NCCCN3CCN(CC3)C4=C(OC(C)C)C=CC=C4)=CC=C2C1=O)=O)C5=CC=C(C=C5)O
UDRWMTUAOJCENE-NSJMMFDCNA-N,CHEMBL141444,147,A,7.06,chembl20,34457,9606,ADRA1B,93,N1(C(N=C(C(C1C2=C(C=C(C=C2)F)F)C(=O)OC)C)=O)C(=O)NCCCN3CCC(CC3)(C(=O)OC)C=4C=CC=CC4
TYFPKIPHYLTXKM-VJSLDGLSNA-N,CHEMBL145459,147,A,7.44,chembl20,34458,9606,ADRA1B,93,N1(C(N=C(C(C1C2=CC(F)=C(C=C2)F)C(=O)OC)C)=O)C(=O)NCCCN3CCC(CC3)C=4C=CC=CC4
