Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL417999,P35368,,XQGXNWSIVZTZLW-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12643939,MAX RESPONSE,=,0,%,,,,,,,,,,,,,,Maximal response assayed via calcium mobilization to human alpha-1B adrenergic receptor compared to percent of the 40 mM phenylephrine response.,,2-(Anilinomethyl)imidazolines as alpha1 adrenergic receptor agonists: alpha1a subtype selective 2'-heteroaryl compounds.,Bioorg. Med. Chem. Lett.,2003,13,6,"Speake JD, Navas F, Bishop MJ, Garrison DT, Bigham EC, Hodson SJ, Saussy DL, Liacos JA, Irving PE, Sherman BW",,34470,DTCT0023207,976121,DTCC00149082,1177868,6217
CHEMBL418112,P35368,,KYBQSIXBWBXIFN-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12749888,KI,=,158.49,NM,,cell_based,,,,,,,,,,,CHO-K1,Inhibition of [3H]prazosin binding to CHO-K1 whole cells expressing human cloned Alpha-1B adrenergic receptor,,"Synthesis, pharmacology and pharmacokinetics of 3-(4-aryl-piperazin-1-ylalkyl)-uracils as uroselective alpha1A-antagonists.",Bioorg. Med. Chem. Lett.,2003,13,11,"Lopez FJ, Arias L, Chan R, Clarke DE, Elworthy TR, Ford AP, Guzman A, Jaime-Figueroa S, Jasper JR, Morgans DJ, Padilla F, Perez-Medrano A, Quintero C, Romero M, Sandoval L, Smith SA, Williams TJ, Blue DR",,34616,DTCT0023207,1252296,DTCC00201761,1805914,5563
CHEMBL41844,P35368,,DZEZXWSJRQPUTM-KDJFERLWSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,9857099,KI,=,700,NM,,,,,,,,,,,,,,Binding affinity was determined for the alpha-1B adrenergic receptor,,Design and synthesis of novel alpha1a adrenoceptor-selective dihydropyridine antagonists for the treatment of benign prostatic hyperplasia.,J. Med. Chem.,1998,41,26,"Nagarathnam D, Wetzel JM, Miao SW, Marzabadi MR, Chiu G, Wong WC, Hong X, Fang J, Forray C, Branchek TA, Heydorn WE, Chang RS, Broten T, Schorn TW, Gluchowski C",,34639,DTCT0023207,1439269,DTCC00184082,1694620,15010
CHEMBL41844,P35368,,DZEZXWSJRQPUTM-KDJFERLWSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10937709,KI,=,700,NM,,,,,,,,,,,,,,Inhibition of binding of [125I]HEAT to cloned human alpha-1B adrenergic receptor.,,Phenylacetamides as selective alpha-1A adrenergic receptor antagonists.,Bioorg. Med. Chem. Lett.,2000,10,15,"Patane MA, DiPardo RM, Newton RC, Price RP, Broten TP, Chang RS, Ransom RW, Di Salvo J, Nagarathnam D, Forray C, Gluchowski C, Bock MG",,34344,DTCT0023207,515491,DTCC00184082,1692889,3807
CHEMBL418531,P35368,,PQRGVSYFNXKMPS-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10843225,KI,=,10000,NM,,cell_based,,,,,,,,,,,,Binding affinity for human Alpha-1B adrenergic receptor expressed in COS cell membranes,,Novel arylpiperazines as selective alpha1-adrenergic receptor antagonists.,Bioorg. Med. Chem. Lett.,2000,10,10,"Li X, Murray WV, Jolliffe L, Pulito V",,34332,DTCT0023207,1185575,DTCC00140614,646704,3699
CHEMBL418882,P35368,,NZGIGUXZZCUKJN-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12127524,KI,=,1878,NM,,,,,,,,,,,,,,Displacement of [125I]HEAT from COS cells membranes expressing human Alpha-1B adrenergic receptor,,Novel thiophene derivatives for the treatment of benign prostatic hyperplasia.,Bioorg. Med. Chem. Lett.,2002,12,16,"Khatuya H, Pulito VL, Jolliffe LK, Li X, Murray WV",,34331,DTCT0023207,1015895,DTCC00220200,1370686,4980
CHEMBL418926,P35368,,IPBOROXXRHATRV-IRLDBZIGSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,9873568,KI,=,1400,NM,,,,,,,,,,,,,,Binding affinity against human Alpha-1b adrenergic receptor was evaluated by cloned receptor binding assay,,Selective alpha-1a adrenergic receptor antagonists. Effects of pharmacophore regio- and stereochemistry on potency and selectivity.,Bioorg. Med. Chem. Lett.,1998,8,18,"Patane MA, DiPardo RM, Price RP, Chang RS, Ransom RW, O'Malley SS, Di Salvo J, Bock MG",,33013,DTCT0023207,1127193,DTCC00242371,356594,2771
CHEMBL419164,P35368,,SPDFHNLNFIMTBW-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10021947,KI,>,2000,NM,,cell_based,,,,,,,,,,,LM,Displacement of [125I]HEAT from human Alpha-1B adrenergic receptor expressed in LM cells,,"4-Oxospiro[benzopyran-2,4'-piperidines] as selective alpha 1a-adrenergic receptor antagonists.",Bioorg. Med. Chem. Lett.,1999,9,2,"Nerenberg JB, Erb JM, Bergman JM, O'Malley S, Chang RS, Scott AL, Broten TP, Bock MG",,34325,DTCT0023207,453926,DTCC00267495,486555,3405
CHEMBL419448,P35368,,FFVMPJRYEFKURT-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12014961,EC50,<,100000,NM,,,,,,,,,,,,,,Agonist potency at Alpha-1B adrenergic receptor expressed in rat-1 fibroblasts,,2-(Anilinomethyl)imidazolines as alpha1 adrenergic receptor agonists: the discovery of alpha1a subtype selective 2'-alkylsulfonyl-substituted analogues.,J. Med. Chem.,2002,45,11,"Hodson SJ, Bishop MJ, Speake JD, Navas F, Garrison DT, Bigham EC, Saussy DL, Liacos JA, Irving PE, Gobel MJ, Sherman BW",,34476,DTCT0023207,958957,DTCC00225632,787761,16733
CHEMBL419448,P35368,,FFVMPJRYEFKURT-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12014961,KI,=,2290.87,NM,,,,,,,,,,,,,,Affinity to human Alpha-1B adrenergic receptor determined by radioligand binding techniques from rat-1 fibroblasts membranes,,2-(Anilinomethyl)imidazolines as alpha1 adrenergic receptor agonists: the discovery of alpha1a subtype selective 2'-alkylsulfonyl-substituted analogues.,J. Med. Chem.,2002,45,11,"Hodson SJ, Bishop MJ, Speake JD, Navas F, Garrison DT, Bigham EC, Saussy DL, Liacos JA, Irving PE, Gobel MJ, Sherman BW",,34489,DTCT0023207,958951,DTCC00225632,787761,16733
CHEMBL419448,P35368,,FFVMPJRYEFKURT-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12014961,MAX,,,,,,,,,,,,,,,,,Efficacy as percent maximal effect for nonselective agonist phenylephrine in rat-1 fibroblasts expressing human alpha1b; ND is No Data,Not Determined,2-(Anilinomethyl)imidazolines as alpha1 adrenergic receptor agonists: the discovery of alpha1a subtype selective 2'-alkylsulfonyl-substituted analogues.,J. Med. Chem.,2002,45,11,"Hodson SJ, Bishop MJ, Speake JD, Navas F, Garrison DT, Bigham EC, Saussy DL, Liacos JA, Irving PE, Gobel MJ, Sherman BW",,218076,DTCT0023207,958962,DTCC00225632,787761,16733
CHEMBL419497,P35368,,LDXAPIWITLZXNM-DEOSSOPVSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10893308,KI,=,320,NM,,cell_based,,,,,,,,,,,LM,Ability to displace [125I]- HEAT from human cloned Alpha-1B adrenergic receptor stably expressed in LM cells.,,In vitro and in vivo evaluation of dihydropyrimidinone C-5 amides as potent and selective alpha(1A) receptor antagonists for the treatment of benign prostatic hyperplasia.,J. Med. Chem.,2000,43,14,"Barrow JC, Nantermet PG, Selnick HG, Glass KL, Rittle KE, Gilbert KF, Steele TG, Homnick CF, Freidinger RM, Ransom RW, Kling P, Reiss D, Broten TP, Schorn TW, Chang RS, O'Malley SS, Olah TV, Ellis JD, Barrish A, Kassahun K, Leppert P, Nagarathnam D, Forray C",,34327,DTCT0023207,1363084,DTCC00254381,465023,15798
CHEMBL41959,P35368,,JVWYCGQDBYDWDA-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10937709,KI,>,3000,NM,,,,,,,,,,,,,,Inhibition of binding of [125I]HEAT to cloned human alpha-1B adrenergic receptor.,,Phenylacetamides as selective alpha-1A adrenergic receptor antagonists.,Bioorg. Med. Chem. Lett.,2000,10,15,"Patane MA, DiPardo RM, Newton RC, Price RP, Broten TP, Chang RS, Ransom RW, Di Salvo J, Nagarathnam D, Forray C, Gluchowski C, Bock MG",,34344,DTCT0023207,533219,DTCC00183422,75390,3807
CHEMBL419624,P35368,,RHILFWFBQHFQIB-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10841797,KI,>,20000,NM,,,,,,,,,,,,,,Binding affinity towards cloned human alpha-1B adrenergic receptor was determined using [125]-HEAT as radioligand,,"Design, synthesis, and structure-activity relationships of phthalimide-phenylpiperazines: a novel series of potent and selective alpha(1)(a)-adrenergic receptor antagonists.",J. Med. Chem.,2000,43,11,"Kuo GH, Prouty C, Murray WV, Pulito V, Jolliffe L, Cheung P, Varga S, Evangelisto M, Wang J",,34335,DTCT0023207,1102335,DTCC00222279,1293657,15735
CHEMBL41994,P35368,,HTUPLSKAYCKZRG-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10937709,KI,=,900,NM,,,,,,,,,,,,,,Inhibition of binding of [125I]HEAT to cloned human alpha-1B adrenergic receptor.,,Phenylacetamides as selective alpha-1A adrenergic receptor antagonists.,Bioorg. Med. Chem. Lett.,2000,10,15,"Patane MA, DiPardo RM, Newton RC, Price RP, Broten TP, Chang RS, Ransom RW, Di Salvo J, Nagarathnam D, Forray C, Gluchowski C, Bock MG",,34344,DTCT0023207,539885,DTCC00184113,1143647,3807
CHEMBL41994,P35368,,HTUPLSKAYCKZRG-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10937709,KI,=,1200,NM,,,,,,,,,,,,,,Inhibition of binding of [125I]HEAT to cloned human alpha-1B adrenergic receptor.,,Phenylacetamides as selective alpha-1A adrenergic receptor antagonists.,Bioorg. Med. Chem. Lett.,2000,10,15,"Patane MA, DiPardo RM, Newton RC, Price RP, Broten TP, Chang RS, Ransom RW, Di Salvo J, Nagarathnam D, Forray C, Gluchowski C, Bock MG",,34344,DTCT0023207,536067,DTCC00184113,1143645,3807
CHEMBL41994,P35368,,HTUPLSKAYCKZRG-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10937709,KI,=,1400,NM,,,,,,,,,,,,,,Inhibition of binding of [125I]HEAT to cloned human alpha-1B adrenergic receptor.,,Phenylacetamides as selective alpha-1A adrenergic receptor antagonists.,Bioorg. Med. Chem. Lett.,2000,10,15,"Patane MA, DiPardo RM, Newton RC, Price RP, Broten TP, Chang RS, Ransom RW, Di Salvo J, Nagarathnam D, Forray C, Gluchowski C, Bock MG",,34344,DTCT0023207,534166,DTCC00184113,1143646,3807
CHEMBL41996,P35368,,GVKWLDRHBDGOOP-OAQYLSRUSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10937710,KI,>,2000,NM,,,,,,,,,,,,,,In vitro antagonism at Alpha-1B adrenergic receptor,,"Selective alpha1a adrenergic receptor antagonists based on 4-aryl-3,4-dihydropyridine-2-ones.",Bioorg. Med. Chem. Lett.,2000,10,15,"Nantermet PG, Barrow JC, Selnick HG, Homnick CF, Freidinger RM, Chang RS, O'Malley SS, Reiss DR, Broten TP, Ransom RW, Pettibone DJ, Olah T, Forray C",,32300,DTCT0023207,1528052,DTCC00183929,1013786,3808
CHEMBL42,P35368,CLOZAPINE,QZUDBNBUXVUHMW-UHFFFAOYSA-N,4,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,9653897,KI,=,39.81,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023207,14758359,DTCC00134115,2109020,68596
CHEMBL42,P35368,CLOZAPINE,QZUDBNBUXVUHMW-UHFFFAOYSA-N,4,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,,KI,=,10,NM,,,,,,,,,,,,,,Binding affinity to adrenergic alpha1B receptor (unknown origin) by PDSP assay,,,MedChemComm,2012,3,5,,,1329323,DTCT0023207,13582468,DTCC00134115,58495,39761
CHEMBL420060,P35368,,HIHZDNKKIUQQSC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,7658428,KI,=,92,NM,,,,,,,,,,,,,,"The compound was tested for binding affinity against Alpha-1B adrenergic receptor, from human clones.",,Alpha- and beta-adrenoceptors: from the gene to the clinic. 1. Molecular biology and adrenoceptor subclassification.,J. Med. Chem.,1995,38,18,"Hieble JP, Bondinell WE, Ruffolo RR",,34466,DTCT0023207,738738,DTCC00252714,1818547,13167
CHEMBL420060,P35368,,HIHZDNKKIUQQSC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,7658428,KI,=,535,NM,,,,,,,,,,,,,,Binding affinity against Alpha-1B adrenergic receptor from hamster clones.,,Alpha- and beta-adrenoceptors: from the gene to the clinic. 1. Molecular biology and adrenoceptor subclassification.,J. Med. Chem.,1995,38,18,"Hieble JP, Bondinell WE, Ruffolo RR",,34313,DTCT0023207,738739,DTCC00252714,1818547,13167
CHEMBL420060,P35368,,HIHZDNKKIUQQSC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,9135028,KI,=,39.81,NM,,,,,,,,,,,,,,Binding affinity was tested on human Alpha-1B adrenergic receptor,,Pharmacological options in the treatment of benign prostatic hyperplasia.,J. Med. Chem.,1997,40,9,"Kenny B, Ballard S, Blagg J, Fox D",,34608,DTCT0023207,698839,DTCC00252714,1805526,14595
CHEMBL420060,P35368,,HIHZDNKKIUQQSC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,9653897,KI,=,63.1,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023207,14734692,DTCC00252714,2105338,68596
CHEMBL420060,P35368,,HIHZDNKKIUQQSC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,9653897,KI,=,125.89,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023207,14734694,DTCC00252714,2105338,68596
CHEMBL420060,P35368,,HIHZDNKKIUQQSC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,16420037,KI,=,40,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023207,14734693,DTCC00252714,2105342,68752
CHEMBL420184,P35368,,BTAVBIPIYWDCNO-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12127524,KI,>,5000,NM,,,,,,,,,,,,,,Displacement of [125I]HEAT from COS cells membranes expressing human Alpha-1B adrenergic receptor,,Novel thiophene derivatives for the treatment of benign prostatic hyperplasia.,Bioorg. Med. Chem. Lett.,2002,12,16,"Khatuya H, Pulito VL, Jolliffe LK, Li X, Murray WV",,34331,DTCT0023207,1036788,DTCC00220077,1661165,4980
CHEMBL420205,P35368,,DUFHNVVBRSIXJN-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11448222,KI,=,3.77,NM,,,,,,,,,,,,,,Binding affinity towards human cloned alpha-1B-adrenoceptor using [3H]prazosin as radioligand,,Phenylpiperazinylalkylamino substituted pyridazinones as potent alpha(1) adrenoceptor antagonists.,J. Med. Chem.,2001,44,15,"Barlocco D, Cignarella G, Piaz VD, Giovannoni MP, De Benedetti PG, Fanelli F, Montesano F, Poggesi E, Leonardi A",,216132,DTCT0023207,1541215,DTCC00236184,172877,16317
CHEMBL420205,P35368,,DUFHNVVBRSIXJN-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11448222,PK1B,=,8.42,,,,,,,,,,,,,,,Experimental binding affinity for alpha-1B-adrenergic receptor,,Phenylpiperazinylalkylamino substituted pyridazinones as potent alpha(1) adrenoceptor antagonists.,J. Med. Chem.,2001,44,15,"Barlocco D, Cignarella G, Piaz VD, Giovannoni MP, De Benedetti PG, Fanelli F, Montesano F, Poggesi E, Leonardi A",,216133,DTCT0023207,1541212,DTCC00236184,172877,16317
CHEMBL42053,P35368,,VSLQTFZJPROMOL-BDPMCISCSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10937710,KI,>,2000,NM,,,,,,,,,,,,,,In vitro antagonism at Alpha-1B adrenergic receptor,,"Selective alpha1a adrenergic receptor antagonists based on 4-aryl-3,4-dihydropyridine-2-ones.",Bioorg. Med. Chem. Lett.,2000,10,15,"Nantermet PG, Barrow JC, Selnick HG, Homnick CF, Freidinger RM, Chang RS, O'Malley SS, Reiss DR, Broten TP, Ransom RW, Pettibone DJ, Olah T, Forray C",,32300,DTCT0023207,1547075,DTCC00183724,690717,3808
CHEMBL420578,P35368,,XXDFZPIGFGKHOT-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,9873563,KI,=,108,NM,,cell_based,,,,,,,,,,,LM,Ability to displace beta ([125I]-iodo-4-hydroxyphenyl)-ethylamino methyl tetralone from human cloned Alpha-1b adrenergic receptor stably expressed in LM cells.,,Design and synthesis of N-alkylated saccharins as selective alpha-1a adrenergic receptor antagonists.,Bioorg. Med. Chem. Lett.,1998,8,18,"Nerenberg JB, Erb JM, Thompson WJ, Lee HY, Guare JP, Munson PM, Bergman JM, Huff JR, Broten TP, Chang RS, Chen TB, O'Malley S, Schorn TW, Scott AL",,32896,DTCT0023207,922820,DTCC00239599,1914459,2766
CHEMBL420683,P35368,,FVHLKYRSFYIRKU-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11814822,EC50,<,100000,NM,,,,,,,,,,,,,,"Activation of recombinant human adrenergic, alpha-1B receptor expressed in rat-1 fibroblasts determined via calcium mobilization through Gq coupled PLC pathway",,alpha(1)-Adrenoceptor agonists: the identification of novel alpha(1A )subtype selective 2'-heteroaryl-2-(phenoxymethyl)imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,3,"Bishop MJ, Barvian KA, Berman J, Bigham EC, Garrison DT, Gobel MJ, Hodson SJ, Irving PE, Liacos JA, Navas F, Saussy DL, Speake JD",,34475,DTCT0023207,880537,DTCC00290107,2046108,5326
CHEMBL420683,P35368,,FVHLKYRSFYIRKU-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11814822,IC50,=,2041.74,NM,,,,,,,,,,,,,,Binding affinity of compound towards human Alpha-1B adrenergic receptor expressed in rat fibroblast membranes,,alpha(1)-Adrenoceptor agonists: the identification of novel alpha(1A )subtype selective 2'-heteroaryl-2-(phenoxymethyl)imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,3,"Bishop MJ, Barvian KA, Berman J, Bigham EC, Garrison DT, Gobel MJ, Hodson SJ, Irving PE, Liacos JA, Navas F, Saussy DL, Speake JD",,34481,DTCT0023207,880542,DTCC00290107,2046108,5326
CHEMBL420683,P35368,,FVHLKYRSFYIRKU-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11814822,MAX,,,,,,,,,,,,,,,,,Activation of human alpha-1B receptor expressed in rat-1 fibroblasts determined via calcium mobilization through Gq coupled PLC pathway expressed as percent of phenylephrine (40 um) response; No data,No data,alpha(1)-Adrenoceptor agonists: the identification of novel alpha(1A )subtype selective 2'-heteroaryl-2-(phenoxymethyl)imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,3,"Bishop MJ, Barvian KA, Berman J, Bigham EC, Garrison DT, Gobel MJ, Hodson SJ, Irving PE, Liacos JA, Navas F, Saussy DL, Speake JD",,34469,DTCT0023207,880538,DTCC00290107,2046108,5326
CHEMBL420683,P35368,,FVHLKYRSFYIRKU-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,<,100000,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1166712,DTCC00290107,2045647,5253
CHEMBL420959,P35368,,LQABNCQTZIOQJK-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11448222,KI,=,49.08,NM,,,,,,,,,,,,,,Binding affinity towards human cloned alpha-1B-adrenoceptor using [3H]prazosin as radioligand,,Phenylpiperazinylalkylamino substituted pyridazinones as potent alpha(1) adrenoceptor antagonists.,J. Med. Chem.,2001,44,15,"Barlocco D, Cignarella G, Piaz VD, Giovannoni MP, De Benedetti PG, Fanelli F, Montesano F, Poggesi E, Leonardi A",,216132,DTCT0023207,1529463,DTCC00236796,917092,16317
CHEMBL420959,P35368,,LQABNCQTZIOQJK-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11448222,PK1B,=,7.39,,,,,,,,,,,,,,,Experimental binding affinity for alpha-1B-adrenergic receptor,,Phenylpiperazinylalkylamino substituted pyridazinones as potent alpha(1) adrenoceptor antagonists.,J. Med. Chem.,2001,44,15,"Barlocco D, Cignarella G, Piaz VD, Giovannoni MP, De Benedetti PG, Fanelli F, Montesano F, Poggesi E, Leonardi A",,216133,DTCT0023207,1529460,DTCC00236796,917092,16317
CHEMBL421011,P35368,,JQBLEBHNQPKFKG-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11597419,EC50,=,1995.26,NM,,,,,,,,,,,,,,Potency against cloned human alpha 1B adrenoceptor expressed in rat-1 fibroblasts.,,2-(Anilinomethyl)imidazolines as alpha(1)-adrenoceptor agonists: the identification of alpha(1A) subtype selective 2'-carboxylic acid esters and amides.,Bioorg. Med. Chem. Lett.,2001,11,21,"Bishop MJ, Berman J, Bigham EC, Garrison DT, Gobel MJ, Hodson SJ, Irving PE, Liacos JA, Minick DJ, Navas F, Saussy DL, Speake JD",,30099,DTCT0023207,633391,DTCC00264097,335898,4573
CHEMBL421011,P35368,,JQBLEBHNQPKFKG-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11597419,IC50,=,5888.44,NM,,,,,,,,,,,,,,Concentration required for 50% inhibition of binding against human Alpha-1B adrenergic receptor,,2-(Anilinomethyl)imidazolines as alpha(1)-adrenoceptor agonists: the identification of alpha(1A) subtype selective 2'-carboxylic acid esters and amides.,Bioorg. Med. Chem. Lett.,2001,11,21,"Bishop MJ, Berman J, Bigham EC, Garrison DT, Gobel MJ, Hodson SJ, Irving PE, Liacos JA, Minick DJ, Navas F, Saussy DL, Speake JD",,34483,DTCT0023207,633395,DTCC00264097,335898,4573
CHEMBL421011,P35368,,JQBLEBHNQPKFKG-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11597419,MAX,=,32,%,,,,,,,,,,,,,,Efficacy against alpha 1B-adrenoceptor in human expressed as phenylephrine response at the dose of 40 uM.,,2-(Anilinomethyl)imidazolines as alpha(1)-adrenoceptor agonists: the identification of alpha(1A) subtype selective 2'-carboxylic acid esters and amides.,Bioorg. Med. Chem. Lett.,2001,11,21,"Bishop MJ, Berman J, Bigham EC, Garrison DT, Gobel MJ, Hodson SJ, Irving PE, Liacos JA, Minick DJ, Navas F, Saussy DL, Speake JD",,30098,DTCT0023207,633392,DTCC00264097,335898,4573
CHEMBL421011,P35368,,JQBLEBHNQPKFKG-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11814822,EC50,=,1995.26,NM,,,,,,,,,,,,,,"Activation of recombinant human adrenergic, alpha-1B receptor expressed in rat-1 fibroblasts determined via calcium mobilization through Gq coupled PLC pathway",,alpha(1)-Adrenoceptor agonists: the identification of novel alpha(1A )subtype selective 2'-heteroaryl-2-(phenoxymethyl)imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,3,"Bishop MJ, Barvian KA, Berman J, Bigham EC, Garrison DT, Gobel MJ, Hodson SJ, Irving PE, Liacos JA, Navas F, Saussy DL, Speake JD",,34475,DTCT0023207,872873,DTCC00264097,336681,5326
CHEMBL421011,P35368,,JQBLEBHNQPKFKG-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11814822,MAX,=,32,%,,,,,,,,,,,,,,Activation of human alpha-1B receptor expressed in rat-1 fibroblasts by calcium mobilization of Gq coupled PLC as percent phenylephrine (40 uM) response,,alpha(1)-Adrenoceptor agonists: the identification of novel alpha(1A )subtype selective 2'-heteroaryl-2-(phenoxymethyl)imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,3,"Bishop MJ, Barvian KA, Berman J, Bigham EC, Garrison DT, Gobel MJ, Hodson SJ, Irving PE, Liacos JA, Navas F, Saussy DL, Speake JD",,34468,DTCT0023207,872874,DTCC00264097,336681,5326
CHEMBL421011,P35368,,JQBLEBHNQPKFKG-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,=,1995.26,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1171546,DTCC00264097,336193,5253
